system:index,im0_comb_1111,im10_comb_0101,im11_comb_0100,im12_comb_0011,im13_comb_0010,im14_comb_0001,im15_comb_0000,im16_comb_0000_reduced,im1_comb_1110,im2_comb_1101,im3_comb_1100,im4_comb_1011,im5_comb_1010,im6_comb_1001,im7_comb_1000,im8_comb_0111,im9_comb_0110,.geo
0,0.0,5003.008598327637,2299665.800453186,0.0,7348918.303939819,2855142.466369629,9.601091329203471E10,4.2731107475763054E9,0.0,0.0,1797471.2641448975,0.0,0.0,0.0,1107679.107269287,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[78.0000000108726,68.2776418685095],[78.06359812566745,68.27763686314437],[78.06359829440272,68.24436514236167],[78.00000001151977,68.2444216562208],[78.00000002302787,67.63714843857228],[78.0635982012968,67.63712578356241],[78.06359809610974,67.60292271455029],[78.4229243102984,67.60292273571586],[78.42292428849055,67.63712578934717],[78.51275588551994,67.63712581070844],[78.51275578778551,67.60292266375146],[78.78225045960168,67.60292272972578],[78.78225047058795,67.50001549537183],[78.69241894497509,67.5000155003316],[78.69241881847863,67.53436758781294],[78.33309284643734,67.5343676139837],[78.33309283163237,67.56866998173842],[78.06359817076921,67.56866998798891],[78.0635982581585,67.53436763134202],[78.00000002491703,67.53437274032508],[78.00000004272391,66.519844926076],[79.04613048009996,66.51772025909757],[80.72906807050069,66.5177202609991],[82.41200562106933,66.51772027049394],[83.99999996836485,66.5182010940042],[84.00000003922324,70.00000189400605],[83.97070303015585,70.00000002081285],[83.91796886000945,69.99999997051087],[83.86523433624481,69.99999995724447],[83.81250006841654,70.00000000227926],[83.75976566996584,70.00000000134047],[83.7070313406282,69.99999996171971],[83.65429683786732,69.99999996642353],[83.60156256649056,70.0000000302421],[83.54882817203874,69.99999995827253],[83.49609375931448,70.00000002846899],[83.44335941771436,69.99999997057822],[83.39062507727593,69.99999996501613],[83.33789052535724,70.00000000417289],[83.28515620049228,70.00000001349656],[83.23242189084212,69.99999998546795],[83.17968755705424,70.00000001029193],[83.12695322627042,69.99999999802965],[83.0742186521563,70.0000000307918],[83.02148427512388,70.00000003470745],[82.96875008946296,70.00000001009833],[82.91601564137903,70.00000003076845],[82.86328116570405,70.0000000149399],[82.81054686323615,69.9999999711077],[82.75781248578653,69.99999998108014],[82.70507806240295,69.99999995497905],[82.65234375794667,69.9999999914059],[82.59960939510779,69.99999999205095],[82.54687496782473,69.9999999570006],[82.49414064033135,69.99999998499503],[82.44140623583402,69.99999997755404],[82.38867191814751,70.00000003350976],[82.3359375484412,69.99999996442368],[82.28320300770915,70.00000003989005],[82.23046881760563,70.00000000862609],[82.17773427367324,70.00000002322848],[82.12500003022731,70.0000000214019],[82.07226566607079,69.99999998498775],[82.01953134354696,70.00000001313823],[81.96679688742309,70.00000000686354],[81.91406249928559,69.99999997567684],[81.8613281331054,70.00000000950617],[81.80859382216383,70.00000001881482],[81.7558593522633,69.99999999411699],[81.70312488448039,70.00000003483615],[81.65039070192417,69.99999997162888],[81.59765630047764,69.9999999644318],[81.5449218812681,70.00000002313334],[81.49218752070702,69.99999996864548],[81.4394531293781,69.99999998036967],[81.38671874245908,69.99999996884587],[81.3339843111845,70.00000002379362],[81.28124991393366,69.99999996622729],[81.22851566783326,69.99999998574782],[81.17578119175631,69.99999997230667],[81.12304685321622,70.00000003629768],[81.07031252390252,69.999999988493],[81.01757811017552,70.00000000799503],[80.96484364910795,70.00000000542515],[80.91210934326944,69.99999999164095],[80.85937497731415,69.99999995613744],[80.80664070887185,69.999999999292],[80.75390615777677,70.00000001007939],[80.70117194505562,70.00000002142176],[80.64843743664748,70.00000000057038],[80.59570304453558,69.99999996969119],[80.54296871603837,70.00000001836935],[80.49023432760957,69.99999995695022],[80.43749998933605,69.99999997544705],[80.38476553148908,69.9999999733904],[80.33203136668897,69.9999999737834],[80.2792968120174,70.00000003166242],[80.2265625847116,70.00000000322717],[80.17382816346723,70.00000004398714],[80.12109384730343,69.99999998731332],[80.06835932338416,69.9999999999753],[80.0156250529406,70.00000001655289],[79.96289060953426,70.00000001356221],[79.91015619645268,70.0000000030163],[79.85742180706872,69.99999998511029],[79.80468743473737,69.99999996003329],[79.75195302270572,70.00000001701237],[79.69921866422062,69.99999997811786],[79.6464844624684,70.00000003393907],[79.59375009108852,69.99999998197777],[79.54101565216966,70.00000001266856],[79.48828118955684,70.00000003715725],[79.43554695860941,69.99999997927834],[79.38281242859036,69.99999999188162],[79.33007806514331,70.00000001145645],[79.27734365092637,70.00000002551153],[79.22460944243802,69.99999995820431],[79.17187511722368,69.99999997462129],[79.1191407207735,69.99999998599884],[79.06640624619827,69.99999999243941],[79.01367189750911,70.0000000071988],[78.96093745696258,70.00000001734246],[78.90820312863194,70.00000003624909],[78.85546874901938,69.99999996212254],[78.80273441375672,69.99999998591151],[78.74999995896445,70.0000000056512],[78.6972655888378,70.00000003496628],[78.64453135187523,69.99999998548023],[78.59179691936467,70.00000002102267],[78.53906260660638,69.99999997816052],[78.48632808375687,70.00000002049167],[78.43359366717938,69.99999998478914],[78.38085929401802,69.99999995986639],[78.32812490039618,70.00000003444636],[78.27539059283325,70.0000000317056],[78.22265630766857,70.00000004037521],[78.16992188384232,69.99999995796149],[78.11718741083841,69.99999997567305],[78.06445315071868,70.0000000196155],[78.01171873133242,69.99999997288636],[77.99999997451569,70.00000134994636],[78.0000000108726,68.2776418685095]],[[83.63315292658496,69.88070945058591],[83.63315292866014,69.91158661806583],[83.54332135264295,69.91158658298055],[83.54332138256589,69.88070941311653],[83.63315292658496,69.88070945058591]],[[83.45348994920275,69.88070948378675],[83.45348997837996,69.84978679844143],[83.54332135428606,69.84978679030132],[83.54332138256589,69.88070941311653],[83.45348994920275,69.88070948378675]]]}"
