BA_median,BA_std,IGN_median,IGN_std,C,C_std,CO2eq,CO2eq_std
0.171814116193904,0.13561838894567,59,33.671606080733,5.93116954158859,2.5755400642476,16.8000377265497,4.89094095508449
0.301530923163877,0.137430737182978,95,25.413796982684,10.4801063125307,4.55539683113841,29.6849011302431,8.66143469412549
0.197546090150969,0.11888487490858,89,27.6493805942782,6.26881508131257,2.76946939029071,17.7564187178179,5.35305167237659
0.14316366333563,0.117511618723748,63,32.102492754318,4.8783867437533,2.11632001508667,13.8180304516812,4.01357176905694
0.170221895771338,0.127289039678647,61,33.3727401299891,5.93334742382356,2.58039403037967,16.8062065779802,4.90936749065023
0.0833630779742299,0.117360176827946,37,33.638301001898,2.94430908920756,1.28444592440003,8.33975549518043,2.45278670041381
0.195658174173373,0.136821384579466,68,30.5903455397326,6.83580212198536,2.97423725286063,19.3624095105235,5.66183587445639
0,0.0609288582010569,0,19.4326649605109,0,0,0,0
0.299231296520006,0.134343038249356,110,22.7719328324349,9.77304324075391,4.26466689418499,27.6821449794354,8.13635039338647
0.702307168341789,0.198663180979222,162,16.3466129750403,24.5993946125088,10.7089870670363,69.6777852399311,20.3993382378191
0,0.0670527731528986,0,27.2166700963055,0,0,0,0
0.0983916087649759,0.121410969371831,37,34.6536730095534,3.39100887407349,1.47222486439296,9.60503263581317,2.795068190636
0.119974872976537,0.12869762393577,48,33.4887769585899,4.10016852138756,1.77891359128651,11.6137273368303,3.37427205731017
0.45549444465681,0.154053966511893,138,19.595230135011,15.7804149697663,6.85577145172061,44.6980254018632,13.0270041285699
0,0.0704646174927823,0,26.3559142929669,0,0,0,0
0.196391955692226,0.147357791879685,59,32.7700085056055,7.10226868786701,3.12427953228314,20.1171760583833,6.02312541558244
0.249604119768176,0.141235897420241,75,30.576991863678,8.70275813579446,3.78500355200004,24.6505624196378,7.20168164994388
0.151909504970211,0.119877593965181,60,32.7664576166656,5.43190116141602,2.37896973227982,15.3858600397109,4.56355634685495
0.225885760545348,0.129287924180225,86,29.2482434300548,7.55837269131108,3.28148347966849,21.4090906481386,6.22698206424485
0.702801842661438,0.198038623854455,192,18.7744841808305,23.5545479503154,10.2244876531154,66.7182570692684,19.3987773134364
0.718078978201603,0.198049730552858,196,18.5769616327187,24.7995072304817,10.7694737295257,70.2446042303393,20.4525934341667
0.407411466101903,0.156330291571956,121,20.979278493936,13.5216799444653,5.87744694466897,38.300158442698,11.1667767190942
0.0287280914426777,0.0895630906669652,18,31.670001009851,1.00682641088366,0.438364227448587,2.85183580882798,0.835161512130772
0.462853549254289,0.16039787581182,134,19.5898666119469,15.7477922875301,6.83141482987326,44.6056216544291,12.9548786591989
0.361809997903039,0.145311958454967,125,21.5552923113241,12.1183939727058,5.26066261960752,34.3253509276891,9.98163052017869
0.525668299053491,0.166675591869265,156,17.9808127075954,17.8517559607248,7.74399690149956,50.5650987587531,14.6847667864714
0.347322331406509,0.152690580604123,98,24.3599400179409,12.1552316036616,5.29061552658408,34.4296935173716,10.0757343048951
0.380410962857823,0.14331339653681,124,21.0518421773264,12.9293995171936,5.60872524619124,36.6225241324508,10.6358849504664
0.590889529841662,0.178880506379571,159,17.435512527514,21.0309003307152,9.19612552107777,59.5700251867509,17.608737285753
0.630661855605318,0.186422364265594,177,17.0927928545211,21.8593535127378,9.49742638796111,61.9166188248297,18.0481373809146
0.687894069102294,0.184437839779205,192,18.4603154698734,22.5051528159156,9.81554773783373,63.745845351081,18.7163405029907
0.534552233328788,0.168146150163437,158,18.2300909272339,17.3004289816557,7.57326293878391,49.0034650905397,14.4974499473399
0.493076438895975,0.167938482985293,146,18.8114431768111,17.2341491596032,7.49918803864459,48.8157274945762,14.27716824317
0.426293394521028,0.150159017758965,140,19.2574985720174,14.3501298792078,6.22678217996059,40.646742882856,11.8098758493626
0.591459385777306,0.183313495449522,164,17.2055021811427,18.2107900800713,8.21040862089533,51.582062901802,16.1963160814463
0.275415908194989,0.135323035883372,93,27.1066158829284,9.3692143348245,4.06436997917771,26.5382996033904,7.70750595915518
0.949140737803056,0.237246464237448,224,22.658897250851,32.5223481402979,14.1124277510043,92.1195511073937,26.7745235251772
1.2670188867308,0.312987451196713,294,38.9410800918351,43.322660729598,18.7966063097385,122.711436516586,35.6550505413772
1.36791365848624,0.320922679873826,308,41.943090656911,46.5443088854423,20.1910109759257,131.836754918015,38.2896893569615
