system:index,EoS,LST,LSTera5,Rf,SoS,Ta,Ucomp,Vcomp,def,ndvi,vpd,year,.geo
28_00000000000000000000,252.6267741609684,15.318298004577636,10.175502271706222,6.819828146058645,146.49243123802367,9.345132579176385,0.3073498441262725,-0.01675336401468597,20.540524876720497,0.599443342731587,0.3377844011903618,2010.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
29_00000000000000000000,257.8911560435646,15.722785741947861,10.536368822004773,6.4543427804910785,144.96657621178056,9.62779118950772,-0.709627783670026,-0.6523513833470888,19.330955000882273,0.6290121223213763,0.3353794763931557,2011.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
30_00000000000000000000,257.07018027051964,16.515369192743716,10.659664850017286,5.897346351882215,147.00623532140114,9.828421704663358,0.37922162193869496,-0.3180255436612477,25.153089349478716,0.6216587173016386,0.35651943583463835,2012.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
31_00000000000000000000,254.0319007802289,16.81640382415096,10.622612466160145,4.746269581536667,139.31170087163235,9.3428790738468,-0.6095725539060233,-0.8414487901864078,29.84143128266077,0.6043393648905445,0.3688841943304619,2013.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
32_00000000000000000000,254.39547394591338,15.29480601948826,9.866876844456257,6.28414042606405,149.17840231398844,9.139996131177806,0.02206877480802918,-0.21554400799864945,21.06450999739449,0.5969349943980934,0.3057050818480123,2014.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
33_00000000000000000000,253.75037167230997,15.33876341507405,9.73897687402006,7.260962298648873,145.99887671393677,9.029925433679631,-0.43409177360825996,-0.263476343256627,16.59280685145485,0.6419830719606846,0.2931005812736656,2015.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
34_00000000000000000000,259.83652533570256,16.393756024660668,10.253935605850648,5.455063026252538,145.9808091186646,9.387812106764999,0.8604508444369015,-0.28715154628553063,24.678876622924147,0.6310552828065054,0.36851973297805357,2016.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
35_00000000000000000000,256.602882317119,14.41275924525825,9.05094967253089,6.1135575834985865,153.58881478887733,8.35897740150303,0.3240606365461025,-0.32139496341052665,19.071833758198693,0.6110841790106532,0.29288360602087277,2017.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
36_00000000000000000000,262.7992050928383,17.05164917032383,11.105281632303537,4.86467916765306,146.66174959590916,10.305903094754248,-0.05805298144311318,-0.10795206243075499,21.827215606308936,0.6446347673036125,0.37683277460861014,2018.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
37_00000000000000000000,256.8345457008445,18.34041591485036,12.285543774430694,4.63759483817997,145.33447511710364,11.331050913814893,-0.5728661468276561,-0.11962225682299377,36.197652510961156,0.6513139308220101,0.4181968334592254,2019.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
38_00000000000000000000,261.9754591869365,18.286181256090213,12.502261523931352,5.2697229708898865,137.59794996564682,11.509612031648873,-0.7318197337475263,-0.4618231662587105,39.02130654322109,0.6617007597065167,0.4161557840173798,2020.0,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
