BA_median,BA_std,C,C_std,CO2eq,CO2eq_std
0,0.0371878424727849,0,0,0,0
0.0728239360735201,0.072652623108769,1.99828334835688,1.035820588615,5.66013758422086,2.27266981056387
0.153914323403629,0.0876938643682275,4.58960679847394,2.13131571983354,13.0000612566774,4.31969457851392
0.112527941913786,0.0820395579748984,2.98821379552366,1.63419947772444,8.46411557582076,3.6929954104259
0.105648909009482,0.0819959785191952,2.81013192284216,1.53254557540539,7.95969867145043,3.45837624484952
0.0827000454791469,0.0747448422565651,2.18883513276524,1.20385037634183,6.19987551355755,2.72826790290965
0.0730628322932717,0.0680299864790078,2.13513926027688,1.0141733467057,6.04778195473426,2.09456073867781
0.087964424154609,0.0829447203361972,2.4218319604628,1.2488558254606,6.85983902801089,2.73150295749104
0.0811021595793383,0.0828729254373682,2.16085204769476,1.17509974434005,6.12061342509541,2.64787788336495
0.0855614398284224,0.0736740376874604,2.29789396361461,1.23307735712256,6.50878465193838,2.75908520144153
0.136463537642815,0.0920306545307599,3.64242641300935,1.97479959244203,10.317172814849,4.4428666248247
0.00198270601130399,0.0410100771090032,0.0463019903782638,0.0321650806301218,0.131150387746432,0.0794068815301374
0.000478669680211023,0.0342656857104475,0.0105733345661813,0.00819264254185364,0.0299489701587085,0.0207446904859262
0.131234605928021,0.085773326726392,3.551799184026,1.88197011081051,10.0604711887536,4.1819308837751
0.0457803897944197,0.0617708635411178,1.25295376903557,0.65212422414628,3.54899155079326,1.43427602445939
0.120746094873985,0.0862283939489702,3.51233833464991,1.67765939096205,9.94869833289587,3.48019167968582
0.107495363479806,0.0806546400297741,3.07323356316794,1.50079767308888,8.70493406767319,3.1658262474213
0,0.0301636787376043,0,0,0,0
0,0.0165174331709046,0,0,0,0
0.030565345764937,0.0628279243449237,0.745583150350079,0.476039636314505,2.1118642733666,1.14627688096944
0.020798735558374,0.0501224717984514,0.559321506032268,0.299484334581446,1.5842781658364,0.669326491972732
0.0179068194054673,0.0502026674053436,0.44810202902896,0.272609480599336,1.26924899722453,0.645384305495582
0.00529445895124778,0.0362444746499269,0.126661005742555,0.083953829724146,0.358767298765787,0.204541014148968
0.00533820713014682,0.0394284138449843,0.124932796483159,0.0864223218080896,0.353872146038549,0.213113382372628
0.0618219915698277,0.0756910805751997,1.62548000709527,0.904255533880856,4.60417212009735,2.0607919498566
0.0182496589156483,0.0483783453923722,0.495116361281925,0.261316478540472,1.40241709333105,0.57939267624241
0.0015733696343659,0.0298322244613852,0.0361077265140289,0.0259544813315658,0.102275135350987,0.064632336908105
0.0181093944662471,0.049232732870499,0.476417283543887,0.264771855717998,1.34945195563806,0.603127829138586
0.0790218727205103,0.0719371652506588,2.03975966538281,1.17228669016596,5.77761925219682,2.71198385093027
0.0669254071746066,0.0679673448277349,1.77268771743846,0.973688139960772,5.02113795964442,2.20520280079587
0.166573422352986,0.0970667510825296,4.76375026089876,2.32537079627127,13.4933226139957,4.90369833163211
0.13190078943296,0.0884968776243883,3.60790498987534,1.87949390039934,10.2193908838219,4.13593412465378
0.028692105269039,0.0628973872639568,0.705310120206967,0.443750579061773,1.99779091548623,1.0632659562752
0.00272404850139531,0.0327244190233349,0.0636539305413714,0.0441656420109571,0.180299758258434,0.108998022201625
0.0528769413807187,0.0702365005448193,1.33094712763802,0.800940146878226,3.76990773903468,1.88834410666969
0.0455580490789906,0.0584900526305327,1.34759329255197,0.631246915782301,3.81705800115346,1.28890785565401
0.0597417977505962,0.06802083849559,1.67740599859531,0.839974119303711,4.75125249102121,1.80314774941183
0.0899623461051744,0.0780856863081966,2.34529569610179,1.32430971245482,6.64305005920831,3.03943143891222
0.0155416849157653,0.0499866467718297,0.378962779754793,0.242139391609376,1.07341207365545,0.583200203161843
0.0555092055663519,0.0643959519191209,1.47586786668863,0.805449277463689,4.18039573239554,1.81824512541809
0.0350575997138287,0.0587196979397379,0.932940520174197,0.508375513415429,2.64255402339341,1.14672975288523
0.0192585886639544,0.0537303108102499,0.484216417979322,0.291991098204018,1.37154300392643,0.688959187870339
0.085228241330067,0.0709676906882189,2.32623761587444,1.21596903275775,6.58906804696435,2.68116504941522
0.0781529530362061,0.0720783061939469,2.26004615482637,1.0874121843223,6.40158073354568,2.26855375924455
0.111148861547577,0.0783798720173789,3.27006049506474,1.54110144958285,9.26244635227088,3.16260559287946
0.0586862356434801,0.0796219426438034,1.43381100974476,0.912688478954011,4.06126968510204,2.19550337845041
0.0460076643463053,0.0619282880957351,1.26634214243263,0.65327918727588,3.58691411844042,1.42921394860298
0.0690582096752619,0.073701636702782,1.89851634285724,0.98123011461105,5.37754754114313,2.14911162443223
0.037081353116571,0.0569706998652624,0.934229151871604,0.561234087385099,2.64620407267632,1.32231683938222
0.0710621025972928,0.0698281243067501,2.00904672305631,0.996235397464787,5.69062484305699,2.12439702153801
0.0533943643008379,0.0596412758951563,1.5765370731496,0.739975456315999,4.46554125969623,1.51345978465546
0.0540577330814999,0.072582128314226,1.49259431442083,0.766287394865956,4.227773395597,1.67149977114276
0.0583514689588946,0.076508874786006,1.52404499025323,0.857756558097451,4.31685743489228,1.96564574462224
0.0963103776159511,0.0748539413282103,2.64559822282743,1.36905785262028,7.49365696615871,3.00079330733007
0.00879524586579608,0.0572303512439323,0.215898621873606,0.136200838170201,0.61153284645699,0.326649490182346
0.000938420232379199,0.0366821838213797,0.0207287645130241,0.0160614758689889,0.0587142254831408,0.0406694596947424
0.0697767725117416,0.0713241331048464,1.99279943891733,0.974533028515219,5.64460441073334,2.05779121055736
