system:index,BAMod_bool,BAMod_class,BAS3_bool,BAS3_class,FinalBurn_class,Landsat_bool,Landsat_class,TM_bool,TM_class,comb,issubset_BAMod,issubset_BAS3,issubset_Landsat,issubset_TM,lat,lon,sampleID
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000000ff,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.78170017,160.1476645,3149
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000013,0,0,1,1,1,1,1,1,1,3,0,1,1,1,66.78189637,137.9845277,152
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000100,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.7839208,132.2022018,597
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000677,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.78669882,149.4743023,221
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,0,0,1,1,1,1,1,1,1,3,0,1,1,1,66.78996735,138.0104083,103
1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_2_000000000000000004fa,1,1,1,1,0,1,1,0,0,9,1,1,1,0,66.79025719,146.4067351,2007
2_1_1_1_2_1_2_1_1_2_00000000000000000508,1,2,0,0,0,0,0,0,0,14,1,0,0,1,66.79181787,143.3482287,2456
1_2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000045,0,0,0,0,2,1,2,1,2,4,0,1,1,1,66.79230837,150.5660508,219
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000046,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.79322695,136.5048553,272
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000678,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.79329384,134.5232575,398
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.79432389,132.8931083,3265
2_1_1_1_1_2_2_1_1_2_00000000000000000509,1,1,0,0,0,0,0,0,0,14,1,0,1,0,66.7954342,131.6372872,1812
1_1_1_1_2_1_2_1_2_1_2_00000000000000000600,0,0,1,2,2,0,0,0,0,15,1,1,1,1,66.79579539,149.2324719,638
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000102,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.801289,131.4018556,1133
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000103,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80147183,137.3251203,2393
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000104,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80259998,146.1287636,610
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000105,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80305035,136.1374521,410
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000679,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.80603795,149.4490147,2194
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000106,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80629211,134.1462851,2740
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000107,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80741581,152.1054885,1578
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000108,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.80805792,142.4831944,2078
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000047,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.81306549,136.4230486,390
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000109,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.81408216,141.0357791,1108
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.81569636,149.6854764,1717
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000067b,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.81624483,152.3056308,383
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000067c,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.81670857,150.7519195,2792
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.81689586,128.7960996,1941
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000067d,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.81899609,142.9964369,374
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.82045422,149.8821896,1389
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.82276849,133.9548069,2469
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.82758878,126.2588889,1737
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000010f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.83370221,136.5893106,1296
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000048,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.83497305,149.4166238,228
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000110,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.8365382,105.6696765,1779
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000111,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.83660062,134.1853825,1790
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000601,0,0,0,0,2,0,0,0,0,0,1,1,1,1,66.83672994,149.4465934,238
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000112,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.83693952,134.1143535,2537
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000113,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.83742556,151.8217158,2025
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000114,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.83825941,133.7838717,3222
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000115,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.8413897,141.0563132,933
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000116,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.84184007,100.8279712,532
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000117,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.84998685,135.3748834,3346
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000118,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.85367006,129.3147198,1195
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000119,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.85497658,145.8115967,2680
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000049,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.85699655,133.0799535,253
1_1_1_2_1_2_1_2_1_2_0000000000000000011a,0,0,1,2,0,0,0,0,0,15,0,1,1,1,66.85723289,142.6979803,1582
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000011b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.85943122,146.2627239,676
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000011c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.85969877,142.5036215,986
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000011d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.8600555,152.2715588,1095
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000067f,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.86457702,134.7137414,260
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000011e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.86909855,136.4834917,2425
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000011f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.87150647,142.4002818,1178
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.87344618,163.6084219,2265
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000121,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.87349969,131.8978503,1149
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000680,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.87757084,150.8100751,233
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000122,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.87898438,149.299024,2994
1_1_1_1_2_1_2_1_2_1_2_00000000000000000123,0,0,1,2,0,0,0,0,0,15,1,1,1,1,66.88151269,143.0992058,2797
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000124,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.88198536,134.2278465,1576
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000681,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.88586923,150.6360096,392
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000125,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.88644446,152.2892793,1135
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000126,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.88880778,131.9952727,1805
1_1_1_1_2_1_2_1_2_1_2_00000000000000000127,0,0,1,1,0,0,0,0,0,15,1,1,1,1,66.88921802,133.8614734,693
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000542,0,0,1,1,1,1,1,1,1,3,1,1,1,1,66.89088572,131.6451887,79
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000128,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.89305284,146.3860092,416
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000129,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.89504606,164.7611531,536
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.8951397,131.9253184,3002
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.89700361,137.7652246,1927
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000004a,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.90418276,133.2576933,341
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.90632313,137.8876448,2489
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.90970759,164.9359498,643
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9119416,150.3005737,1994
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000012f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.91407751,148.5942229,2656
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000130,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.91418898,160.3330606,2246
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000131,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.91518336,164.9601895,2674
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000132,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9181888,121.1100363,1774
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000133,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.91851877,150.184053,1649
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000134,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9185589,135.3900577,2825
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000135,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.92281734,138.0175072,2845
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000136,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9297022,164.6544289,3393
1_1_1_1_2_2_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000569,0,0,1,1,1,0,0,1,1,7,1,1,0,1,66.93342554,132.679058,47
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000137,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.93451357,134.4735921,2788
1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000650,1,2,1,2,2,0,0,1,2,5,1,1,1,1,66.93601628,150.8730064,1423
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000138,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.93699283,152.4018136,1314
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000682,1,2,1,2,2,1,2,1,2,1,1,1,1,1,66.94055565,133.2592852,214
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000139,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.94090346,149.8651871,2278
1_1_1_1_2_2_2_1_2_00000000000000000603,0,0,1,2,2,0,0,0,0,15,1,1,0,0,66.94091683,134.9892648,1192
1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000651,1,2,1,2,2,0,0,1,2,5,1,1,0,1,66.94094901,150.7126509,
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000013a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.94204499,152.364977,1786
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000013b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.94448412,135.7837785,3119
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000013c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.94664678,164.6812237,1071
1_1_1_1_2_1_2_1_2_1_2_0000000000000000013d,0,0,1,1,0,0,0,0,0,15,1,1,1,1,66.94803802,131.864902,3081
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000013e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.94821192,146.5032211,1775
2_1_1_1_2_2_1_1_2_0000000000000000050a,1,1,0,0,0,0,0,0,0,14,1,0,0,0,66.95088293,160.3916398,2035
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000013f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.95805316,163.0673947,2185
2_2_1_1_1_1_2_1_1_1_1_2_00000000000000000500,0,0,0,0,0,1,2,0,0,12,0,0,1,1,66.95929725,163.3049623,27
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000604,0,0,0,0,2,0,0,0,0,0,1,1,1,1,66.95936859,135.5057402,2441
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000140,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9676001,131.9794385,2611
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000004b,0,0,1,2,2,1,2,1,2,3,1,1,1,1,66.96778292,163.331757,332
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000141,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.9680906,164.6851923,2558
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000605,0,0,0,0,2,0,0,0,0,0,1,1,1,1,66.96829572,135.5625313,1984
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.97004814,131.6961161,153
2_2_1_1_1_1_2_1_1_1_1_2_00000000000000000501,0,0,0,0,0,1,2,0,0,12,0,0,1,1,66.97530542,163.4845481,2588
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000142,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.97784711,150.2806282,1541
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000143,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.977914,151.5478556,960
2_1_1_1_1_2_1_2_1_1_2_0000000000000000050b,1,2,0,0,0,0,0,0,0,14,1,0,1,1,66.97967088,150.3326034,2991
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.9821769,131.731566,40
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000144,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.98326492,152.8263958,2865
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000015,0,0,1,1,1,1,1,1,1,3,0,1,1,1,66.98509761,131.6051594,116
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000145,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.99078742,147.7534549,2875
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000146,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.99086768,125.8010686,1966
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000587,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.99111294,131.4713507,142
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000147,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.99245958,152.4863849,669
2_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000004f6,1,2,0,0,0,0,0,1,2,6,1,0,1,1,66.99363233,150.6833697,2103
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.9956746,160.5383219,468
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000148,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.99659763,150.922819,2331
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000149,0,0,0,0,0,0,0,0,0,0,1,1,1,1,66.99741364,132.9639233,963
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00039678,137.7615503,3021
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00081148,153.9211408,744
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00164087,136.7082705,1119
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00257728,151.5221177,2744
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.0039819,157.1118907,955
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.00418702,131.5894187,59
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000014f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00572987,150.194077,1392
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000683,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.00725934,148.5198228,255
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000150,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.00834736,151.4415284,2924
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000151,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.01275295,160.2332124,3131
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000152,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.0131944,142.8054803,2584
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000684,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.01442512,133.5157281,317
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000153,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.01494237,152.6955747,2050
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000154,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.01645401,132.7865982,1955
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000155,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.02079717,157.0072312,2138
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000004c,0,0,1,2,2,1,2,1,2,3,1,1,1,1,67.02228651,135.616424,254
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000156,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.02530532,136.230625,1019
1_1_1_1_2_1_2_1_2_1_2_00000000000000000157,0,0,1,2,0,0,0,0,0,15,1,1,1,1,67.02531424,135.6492608,677
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000158,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.02684817,134.0685451,3219
1_1_1_1_2_1_2_2_1_2_00000000000000000159,0,0,1,2,0,0,0,0,0,15,1,1,1,0,67.028012,150.2361888,1250
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000015a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.02805213,163.2673007,847
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000015b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.03041099,151.5108362,714
1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_2_000000000000000004fb,1,1,1,1,0,1,1,0,0,9,1,1,1,0,67.03059382,163.2140902,2310
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000015c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.03095054,133.2407309,3007
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000015d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.03392031,152.3367553,2841
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000015e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.03487455,125.9025131,3086
1_2_2_2_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000007b,0,0,0,0,2,0,0,1,2,8,0,1,0,1,67.03752772,136.0890619,397
1_1_1_2_1_2_2_1_2_0000000000000000015f,0,0,1,1,0,0,0,0,0,15,0,1,1,0,67.0390884,131.9287296,2952
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000160,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.04145619,131.9560505,716
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000161,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.04393991,160.4759257,2249
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000162,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.04444824,151.9213143,2423
1_2_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000061d,0,0,0,0,2,1,2,1,2,4,1,1,1,1,67.05065085,157.101064,151
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000061e,0,0,1,2,2,1,2,1,2,3,1,1,1,1,67.05328172,137.008212,287
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000163,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05403531,153.9014093,1937
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000164,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05617568,149.9692268,1390
1_1_1_2_1_2_2_1_2_00000000000000000606,0,0,1,2,2,0,0,0,0,15,0,1,1,0,67.05657254,135.6204372,805
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000165,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05680441,119.5590227,1890
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000166,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05744652,162.4194472,2470
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000167,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05829375,165.8083105,1975
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000168,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.05848995,161.1013325,2139
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000169,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.06677942,137.1257004,2326
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000016a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.06873697,151.5167846,2723
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000016b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.06920071,135.843584,609
1_1_1_2_1_2_1_2_1_2_0000000000000000016c,0,0,1,1,0,0,0,0,0,15,0,1,1,1,67.06947272,125.8287596,1233
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000061f,0,0,1,2,2,1,2,1,2,3,0,1,1,1,67.07021293,150.3384627,1249
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000016d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.07149715,144.9815395,1057
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000016e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.07307121,145.0538527,730
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000016f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.07681686,145.0180729,2967
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000170,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.07847564,147.5803348,1964
1_1_1_2_2_1_2_1_2_00000000000000000171,0,0,1,1,0,0,0,0,0,15,0,1,0,1,67.0795057,135.7514812,2457
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000172,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.07969298,150.8726853,953
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000173,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.08051345,131.4579198,3026
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000174,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.08186456,156.378538,593
