system:index,BAMod_bool,BAMod_class,BAS3_bool,BAS3_class,FinalBurn_class,Landsat_bool,Landsat_class,TM_bool,TM_class,comb,issubset_BAMod,issubset_BAS3,issubset_Landsat,issubset_TM,lat,lon,sampleID
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000175,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.08670714,144.9942658,901
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000176,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.09121084,164.5830833,1303
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000177,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.0939844,125.8933809,3037
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000178,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.09425194,154.0575849,1332
1_1_1_1_2_2_2_1_2_0000000000000000053b,0,0,1,1,1,0,0,0,0,15,1,1,0,0,67.09436788,152.0159587,1001
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000179,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.09710131,134.5905231,497
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.09777017,133.86752,3155
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000004e,0,0,1,2,2,1,2,1,2,3,0,1,1,1,67.09937545,126.9237632,2564
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.09945571,165.8701895,642
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.10093168,148.7907845,414
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.10110112,157.2008899,1208
1_2_1_2_1_1_1_2_1_1_1_1_2_00000000000000000502,0,0,0,0,0,1,2,0,0,12,1,1,1,0,67.10255033,153.7099846,1321
2_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000620,0,0,0,0,2,1,2,1,2,4,1,0,1,1,67.10326824,137.0562499,393
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000686,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.1061845,136.5793133,315
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000687,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.11193228,136.6215544,379
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000688,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.11221766,151.1672045,301
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000004f,0,0,1,2,2,1,2,1,2,3,1,1,1,1,67.11223996,150.6047736,370
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.11350188,137.1600711,619
1_2_1_1_1_1_2_1_2_1_1_2_0000000000000000050e,1,2,0,0,0,0,0,0,0,14,1,1,1,1,67.11434465,151.0463227,842
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000689,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.11737684,151.1882113,307
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000017f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.11792977,133.2439949,1784
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.12028417,131.7659858,969
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000181,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.12332974,150.0707739,3332
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000182,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.12406549,148.9773176,2665
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000183,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.12442668,132.5996593,2811
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.12455153,152.358052,182
1_2_1_1_1_1_2_1_2_1_1_2_0000000000000000050f,1,1,0,0,0,0,0,0,0,14,1,1,1,1,67.13070509,151.7945063,2414
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.13186446,152.1085341,54
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000184,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.13339393,126.7890582,817
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000185,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.13687203,131.8134038,1159
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000186,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.13823206,150.118143,2652
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000621,0,0,1,2,2,1,2,1,2,3,0,1,1,1,67.13856203,135.6989932,234
1_2_2_2_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000007c,0,0,0,0,2,0,0,1,2,8,0,1,0,1,67.13968126,150.8960822,43
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000187,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.13978828,149.0321601,1272
1_2_1_1_1_1_2_1_2_1_1_2_00000000000000000510,1,2,0,0,0,0,0,0,0,14,1,1,1,1,67.14120628,156.7525585,3
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000188,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.14174583,163.5070353,699
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000189,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.14186622,160.1148411,729
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068a,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.1444525,150.552727,206
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.14542459,125.7990308,1112
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.14562079,165.9131038,2900
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.14564754,141.4876332,2517
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.1498168,152.176299,2033
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.15066849,152.4092068,137
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15171638,135.0544925,2827
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15190366,105.4178131,1333
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000018f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15433833,163.5118913,2497
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000190,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15499828,134.6990665,722
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000191,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15561363,136.456425,586
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000192,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.15821775,156.3423346,1006
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000193,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.16007719,131.3126067,2264
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000194,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.16239147,142.9702129,966
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000195,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.16254753,153.6822668,1034
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000196,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.16664545,163.5527188,2424
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000197,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.16910687,151.3182253,2306
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000198,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.17097969,141.6048139,1425
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000543,0,0,1,1,1,1,1,1,1,3,1,1,1,1,67.17270091,152.120694,112
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000199,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.17401188,160.2320174,1647
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.17409661,135.0774257,646
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.17521138,151.24494,2089
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019c,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.17856017,125.0721259,904
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.18006288,151.9666054,159
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019d,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.18068716,150.7948472,3016
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019e,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.18179301,108.4524722,727
1_1_2_1_1_2_1_1_2_1_1_2_2_0000000000000000019f,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.18310845,163.4829963,2285
2_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000622,0,0,0,0,2,1,2,1,2,4,1,0,1,1,67.18630117,156.5669663,55
2_1_1_1_2_1_2_1_1_2_00000000000000000511,1,2,0,0,0,0,0,0,0,14,1,0,0,1,67.18733568,150.7111321,860
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000050,0,0,1,2,2,1,1,1,2,3,0,1,1,1,67.18816061,135.5487259,366
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068b,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.19353383,132.3706577,323
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000058f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.19377462,152.3768917,67
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068c,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.19416702,154.3635372,216
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.1984433,157.5417436,2980
1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000564,1,1,1,1,1,0,0,1,1,5,1,1,1,1,67.19894238,152.0706956,
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001,0,0,1,1,0,1,1,1,1,3,1,1,1,1,67.19921918,135.8567963,1186
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.19946889,131.474151,1973
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.20074865,150.3983752,493
2_1_1_1_1_2_2_1_1_2_00000000000000000512,1,2,0,0,0,0,0,0,0,14,1,0,1,0,67.20436052,132.2760712,2
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.20553327,132.1836519,2909
2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068d,1,2,0,0,2,1,2,1,2,2,1,0,1,1,67.20858775,157.2479379,220
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.20866356,125.0906089,456
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.21018857,125.177334,2145
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.21367113,164.4757305,143
1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_2_00000000000000000663,1,2,1,2,2,1,2,0,0,9,1,1,1,1,67.2142954,156.7237527,2133
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.21723841,135.6813173,2448
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.22028843,154.1977344,1522
1_2_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000051,0,0,0,0,2,1,2,1,2,4,1,1,1,1,67.22192046,156.9545023,340
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.22258041,125.2375229,2204
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001a9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.22353912,149.8508823,2014
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001aa,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.22495265,135.8151884,2319
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.22783769,152.1115217,2357
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001ac,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.22978632,144.9897977,3395
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.23242165,152.2228342,86
1_1_1_2_2_1_2_1_2_000000000000000001ad,0,0,1,1,0,0,0,0,0,15,0,1,0,1,67.23692534,135.732967,3067
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001ae,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.2384236,131.3502638,885
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001af,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.23951608,141.7423013,2844
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.24121499,108.4627014,2172
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068e,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.24352927,132.562952,361
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.24385032,150.3034766,2378
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.24503199,141.6010593,2779
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.24711884,146.7700805,2221
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.24935285,130.3456506,1530
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.25074855,151.9387583,10
1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000594,1,1,0,0,1,1,1,1,1,2,1,1,1,1,67.25731681,131.8332067,91
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.25817742,131.9181972,63
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.26142364,131.9577985,74
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.26167335,155.6171287,3299
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.26319836,108.4775011,2610
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,0,0,1,1,1,1,1,1,1,3,0,1,1,1,67.26399208,132.0754162,147
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000018,0,0,1,1,1,1,1,1,1,3,0,1,1,1,67.27412762,145.0860831,1665
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27486783,145.1637473,959
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27526469,154.5081503,590
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001b9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27601828,145.1629223,3094
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001ba,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27824783,167.5500844,907
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001bb,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27880076,135.2118899,1261
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001bc,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.27925113,155.7585669,2312
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001bd,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.28155202,156.886171,2705
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001be,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.28276044,108.2025262,3278
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000019,0,0,1,1,1,1,1,1,1,3,1,1,1,1,67.28288084,151.9328009,3308
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000597,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.28451287,137.0699661,139
1_1_1_2_1_2_1_2_1_2_000000000000000001bf,0,0,1,2,0,0,0,0,0,15,0,1,1,1,67.28494986,136.4347582,2178
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001a,0,0,1,1,1,1,1,1,1,3,1,1,1,1,67.28585951,145.0924284,12
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000544,0,0,1,1,1,1,1,1,1,3,0,1,1,1,67.2861449,145.10305,16
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.28659973,131.9425528,99
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.28961408,137.3366738,88
1_1_1_1_1_1_2_2_1_1_1_2_00000000000000000513,1,2,1,2,0,0,0,0,0,13,1,1,0,0,67.2922717,153.9030636,2869
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.29763154,127.7873841,1564
1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000068f,1,2,0,0,2,1,2,1,2,2,1,1,1,1,67.30013756,154.4053724,226
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.30152434,165.1631678,2245
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000690,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.30243399,153.9727282,292
1_1_2_1_1_2_1_1_2_1_1_2_2_00000000000000000607,0,0,0,0,2,0,0,0,0,0,1,1,1,1,67.30532795,146.9062525,3132
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.30583183,155.6673337,1322
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000691,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.30716956,154.1234815,283
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.3073836,105.7040473,2096
1_2_1_1_1_1_1_1_1_2_1_1_1_1_1_1_2_000000000000000004fc,1,2,0,0,0,1,2,0,0,10,1,1,1,1,67.30863214,155.547424,465
1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000053,0,0,1,2,2,1,2,1,2,3,1,1,1,1,67.30910927,155.8468437,222
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.31053172,155.1282016,3338
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.31089291,153.5754624,2613
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.31155286,105.7622296,3270
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000059b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.31201214,122.2310186,82
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000545,0,0,1,1,1,1,1,1,1,3,0,1,1,1,67.3139251,131.405735,1031
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.31437547,151.0823299,3217
1_2_2_1_1_1_2_1_1_1_1_2_00000000000000000503,0,0,0,0,0,1,1,0,0,12,0,1,1,0,67.32088129,133.5685461,1268
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.322549,127.8618198,1428
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000054,0,0,1,2,2,1,2,1,2,3,0,1,1,1,67.32569266,155.7522261,339
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001c9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.32729348,139.9082909,2453
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001ca,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.32749414,134.6666221,1891
1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000624,0,0,1,2,2,1,2,1,2,3,0,1,1,1,67.33017852,155.6114166,396
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001cb,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33079834,152.2671265,2835
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001cc,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33304572,130.4491151,451
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001cd,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33339799,154.7200646,3323
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001ce,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33379039,145.5398947,2012
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001cf,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33508799,131.5218857,697
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.33784371,155.9195672,3371
2_1_2_1_1_1_1_2_1_1_1_1_2_00000000000000000007,0,0,0,0,0,1,2,0,0,12,1,0,1,1,67.33974775,151.0116354,2560
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.34038986,130.8521064,695
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.34301627,105.6458694,2359
1_2_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000625,0,0,0,0,2,1,2,1,2,4,1,1,1,1,67.34463047,155.9361774,349
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000692,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.34693136,154.3198424,243
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000693,1,2,1,2,2,1,2,1,2,1,1,1,1,1,67.34715878,154.3308029,305
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.34749767,136.0546555,1514
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.34836719,151.8625611,3042
1_1_2_1_1_2_1_1_2_1_1_2_2_000000000000000001d5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67.35502909,136.078971,2179
1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000534,1,2,0,0,0,1,2,1,2,2,1,1,1,1,67.3560859,154.6778636,1643
