doy,lat,lon,status,fireid
77,67.7138,83.4972,1,24077001
77,67.7188,83.4729,2,24077001
92,67.71,83.4826,3,24077001
94,67.7205,83.4956,3,24077001
94,67.7016,83.4366,3,24077001
94,67.7244,83.4905,3,24077001
94,67.6975,83.4422,3,24077001
103,66.4771,77.1891,1,24103001
104,67.7924,83.542,3,24077001
104,67.7982,83.5586,3,24077001
104,67.7953,83.5328,3,24077001
107,66.4722,77.1618,3,24103001
107,66.4775,77.178,3,24103001
108,67.0343,135.6346,1,24108001
109,66.2103,77.2365,1,24109001
112,67.7123,83.4828,3,24077001
112,67.7141,83.4737,3,24077001
116,67.1248,130.2029,1,24116001
116,67.128,130.2248,2,24116001
117,66.3053,143.0855,1,24117002
117,67.1815,135.8757,1,24117003
117,67.2469,135.7895,1,24117001
117,67.2444,135.7548,2,24117001
117,67.255,135.7434,2,24117001
121,67.5054,135.9998,1,24121001
121,67.4975,135.9691,2,24121001
122,65.7893,79.0422,1,24122001
123,67.4307,135.5427,1,24123005
123,67.0922,134.4119,1,24123006
123,67.2094,135.2787,1,24123003
123,67.2702,135.976,3,24117001
123,67.2032,135.3056,2,24123003
123,66.3577,133.0237,1,24123007
123,67.469,136.4819,1,24123004
123,67.4663,136.4517,2,24123004
123,67.6262,135.7407,1,24123001
123,67.636,135.7344,2,24123001
123,67.6332,135.7054,2,24123001
123,67.6349,135.7276,2,24123001
123,66.208,77.225,3,24109001
123,65.789,79.0451,3,24122001
123,65.0795,78.2842,1,24123002
123,66.5174,77.2302,3,24103001
123,66.5149,77.2373,3,24103001
123,65.0881,78.3328,2,24123002
123,65.0842,78.2981,2,24123002
124,66.1649,131.3248,1,24124001
124,67.0662,135.205,1,24124002
124,66.4863,142.4689,1,24124003
125,66.3365,131.4301,1,24125001
126,67.4935,134.0955,1,24126002
126,68.2869,135.7473,1,24126003
126,67.4447,136.6675,3,24123004
126,67.3025,135.2742,1,24126004
126,68.1892,134.971,1,24126005
126,67.0321,135.2516,3,24124002
126,67.0225,135.2303,3,24124002
126,67.7303,134.7624,1,24126006
126,66.4883,131.8534,1,24126001
126,66.4826,131.8508,2,24126001
126,66.492,131.8171,2,24126001
126,66.7638,131.5366,1,24126007
127,66.3904,131.3787,3,24125001
127,66.3951,131.3841,3,24125001
127,66.3754,131.4414,3,24125001
127,66.7074,131.4932,3,24126007
127,66.3787,131.4204,3,24125001
127,67.2038,133.3183,1,24127002
127,65.725,132.6621,1,24127003
127,66.1096,132.8772,1,24127001
127,66.1131,132.8983,2,24127001
127,66.3727,131.4297,3,24125001
127,67.7093,83.476,3,24077001
128,67.7112,83.485,3,24077001
128,67.7063,83.4608,3,24077001
128,67.7936,83.5483,3,24077001
128,65.7914,79.0355,3,24122001
129,66.0756,132.9074,3,24127001
129,66.0713,132.8849,3,24127001
130,66.7883,129.585,1,24130001
130,67.1611,130.315,3,24116001
130,67.1563,130.3388,3,24116001
130,67.1684,130.3419,3,24116001
130,67.1451,130.2903,3,24116001
131,67.1212,130.1693,3,24116001
131,67.1195,130.1615,3,24116001
131,67.1175,130.1957,3,24116001
131,67.1149,130.2009,3,24116001
131,67.1152,130.1518,3,24116001
131,67.1124,130.157,3,24116001
134,67.0918,130.3016,3,24116001
134,67.1055,130.3142,3,24116001
134,65.085,78.3227,3,24123002
134,65.7932,79.0421,3,24122001
134,67.7097,83.4715,3,24077001
134,66.2102,77.241,3,24109001
134,66.209,77.2299,3,24109001
135,68.7036,134.2599,1,24135001
135,68.3734,135.0787,1,24135004
135,67.6868,136.5873,1,24135003
135,65.5585,132.6772,1,24135005
135,68.6971,134.2684,2,24135001
135,68.3811,135.0675,2,24135004
135,68.1216,139.4189,1,24135006
135,67.6896,136.576,2,24135003
135,68.3748,135.0404,2,24135004
135,68.369,135.0546,2,24135004
135,65.4292,132.7308,1,24135002
