doy,lat,lon,status,fireid
111,66.1438,76.9554,1,12111001
111,66.1475,76.9469,2,12111001
120,66.6031,77.4832,1,12120001
120,66.1433,76.9372,3,12111001
120,66.3824,76.8471,1,12120002
122,66.3866,76.863,3,12120002
124,69.3698,88.1004,1,12124001
124,69.3752,88.1262,2,12124001
130,66.3574,143.0146,1,12130001
133,66.0071,143.2827,1,12133001
133,66.016,143.25,2,12133001
137,65.0483,132.9368,1,12137001
138,65.1934,132.9631,1,12138001
138,65.1945,132.9561,2,12138001
138,67.726,134.7532,1,12138002
138,67.7203,134.7791,2,12138002
139,65.1871,132.9706,3,12138001
139,65.1615,132.9827,3,12138001
140,66.823,131.483,1,12140001
140,66.8395,79.651,1,12140002
140,66.381,76.8626,3,12120002
140,66.7424,79.6214,1,12140003
141,66.0176,132.9534,1,12141003
141,66.6947,131.3978,1,12141002
141,66.6862,131.4293,2,12141002
141,65.7467,132.6669,1,12141001
141,65.7423,132.6444,2,12141001
142,66.1404,76.9606,3,12111001
142,66.1433,76.9378,3,12111001
142,66.1477,76.9381,3,12111001
142,66.3781,76.8642,3,12120002
142,66.7486,79.6043,3,12140003
142,66.9042,79.7059,3,12140002
143,69.3144,88.2401,3,12124001
143,69.3724,88.1066,3,12124001
144,67.4646,132.2148,1,12144001
144,66.9069,79.6398,3,12140002
144,66.1431,76.9466,3,12111001
144,66.9073,79.6331,3,12140002
144,69.3152,88.2221,3,12124001
145,66.7441,79.6174,3,12140003
146,66.1416,76.947,3,12111001
146,66.3799,76.8474,3,12120002
146,66.3797,76.8512,3,12120002
147,67.1297,137.3925,1,12147001
147,65.2864,132.8422,1,12147002
147,66.8125,79.6566,3,12140002
147,66.8132,79.5809,3,12140002
147,66.38,76.8471,3,12120002
147,66.3861,77.054,3,12120002
147,66.1418,76.9449,3,12111001
147,66.3767,76.8682,3,12120002
147,66.1442,76.942,3,12111001
148,68.7237,133.466,1,12148002
148,68.5538,132.7356,1,12148003
148,67.9747,132.569,1,12148001
148,67.9718,132.5997,2,12148001
148,67.9647,132.5625,2,12148001
148,66.9868,130.7182,1,12148004
148,68.7164,133.4564,2,12148002
148,68.707,133.49,2,12148002
148,68.7072,133.437,2,12148002
148,66.5631,129.2576,1,12148005
149,66.9515,130.708,3,12148004
149,68.8933,134.3268,1,12149001
149,66.58,77.435,3,12120001
149,66.3818,76.8581,3,12120002
149,66.379,76.8509,3,12120002
149,66.9032,79.7131,3,12140002
149,66.9003,79.6895,3,12140002
149,66.1444,76.9554,3,12111001
150,66.4714,149.6634,1,12150004
150,67.3881,137.8069,1,12150005
150,66.9424,137.695,1,12150006
150,68.7549,133.2308,1,12150002
150,68.7544,133.2249,2,12150002
150,67.2256,131.3656,1,12150003
150,67.2282,131.3286,2,12150003
150,68.7662,133.2314,2,12150002
150,69.6887,171.0618,1,12150001
150,69.6859,171.0658,2,12150001
150,69.6887,171.0232,2,12150001
151,67.3101,135.4637,1,12151001
151,66.961,137.6667,3,12150006
151,67.3138,135.4418,2,12151001
152,67.8448,166.3736,1,12152001
152,67.8372,166.3794,2,12152001
152,68.8599,152.465,1,12152003
152,66.0052,131.4285,1,12152004
152,68.1817,139.4054,1,12152002
152,68.1766,139.3902,2,12152002
152,67.1994,130.3964,1,12152005
152,67.8499,166.3865,2,12152001
153,68.0655,130.2748,1,12153001
153,68.0626,130.302,2,12153001
153,68.0533,130.2944,2,12153001
153,68.5284,132.8349,3,12148003
153,65.9764,131.4938,3,12152004
153,66.4808,132.2049,1,12153002
154,68.9859,150.2107,1,12154003
154,68.9825,150.2344,2,12154003
154,67.1037,129.9851,1,12154001
154,67.108,129.9964,2,12154001
154,66.3528,76.9309,3,12120002
154,66.1437,76.9509,3,12111001
154,66.6007,77.4918,3,12120001
154,65.9515,77.2679,1,12154002
154,65.943,77.2591,2,12154002
154,66.6092,77.5008,3,12120001
154,66.5809,77.4399,3,12120001
154,66.3838,76.8637,3,12120002
154,66.1485,76.9544,3,12111001
154,66.3838,76.855,3,12120002
155,67.8979,75.7758,1,12155001
155,66.377,76.8493,3,12120002
155,66.6038,77.4847,3,12120001
155,66.3863,76.8587,3,12120002
155,66.3882,76.854,3,12120002
155,66.3883,76.8558,3,12120002
155,66.6029,77.486,3,12120001
155,67.8917,75.7661,2,12155001
155,66.3819,76.8422,3,12120002
155,67.8953,75.7665,2,12155001
156,66.3283,76.9598,3,12120002
156,66.3517,76.9323,3,12120002
156,66.1469,76.9539,3,12111001
156,66.9059,79.6338,3,12140002
156,66.7995,79.5669,3,12140002
156,66.796,79.5883,3,12140002
156,66.3829,76.8453,3,12120002
156,66.3798,76.8667,3,12120002
156,66.4071,77.0119,3,12120002
156,66.3838,77.0393,3,12120002
156,66.3807,77.0606,3,12120002
156,65.9017,77.2459,3,12154002
156,66.6043,77.502,3,12120001
156,66.6075,77.4806,3,12120001
156,66.1469,76.9406,3,12111001
156,66.6084,77.4912,3,12120001
156,66.8035,79.5615,3,12140002
156,66.3831,76.8519,3,12120002
157,68.4944,151.4597,1,12157001
157,66.798,79.6148,3,12140002
157,66.8145,79.5426,3,12140002
157,66.8005,79.5765,3,12140002
157,66.1414,76.9609,3,12111001
157,66.3771,76.8616,3,12120002
157,66.3781,76.8683,3,12120002
157,66.6033,77.5052,3,12120001
157,66.601,77.4965,3,12120001
157,66.8098,79.5611,3,12140002
157,66.8083,79.5536,3,12140002
157,66.8012,79.5829,3,12140002
157,66.817,79.532,3,12140002
157,66.8025,79.5903,3,12140002
157,66.3799,76.8559,3,12120002
157,66.3528,76.9225,3,12120002
157,66.6043,77.4871,3,12120001
157,66.8158,79.5377,3,12140002
157,66.1432,76.9511,3,12111001
158,66.8142,79.5653,3,12140002
158,66.8025,79.5798,3,12140002
158,66.1446,76.9416,3,12111001
158,66.1417,76.9645,3,12111001
158,66.2728,77.5746,1,12158001
158,65.8368,78.6359,1,12158002
158,65.0881,78.3383,1,12158003
158,66.1463,76.9427,3,12111001
159,66.3795,76.8526,3,12120002
159,66.6015,77.4877,3,12120001
159,66.2126,77.2292,1,12159001
159,66.213,77.2368,2,12159001
159,66.1445,76.9591,3,12111001
159,66.475,73.1368,1,12159002
159,66.4665,73.1278,2,12159002
159,68.7213,153.9203,1,12159003
159,66.3788,76.8547,3,12120002
159,66.1457,76.945,3,12111001
159,68.0849,76.145,1,12159004
160,67.1015,135.8759,1,12160001
160,67.0979,135.8975,2,12160001
160,66.1412,76.9639,3,12111001
160,66.1439,76.9375,3,12111001
160,66.3252,76.9781,3,12120002
160,66.3501,76.9367,3,12120002
160,65.836,78.6288,3,12158002
160,66.38,77.0476,3,12120002
160,66.3775,76.8769,3,12120002
160,66.1526,76.9321,3,12111001
160,66.1408,76.9708,3,12111001
160,66.3882,76.8459,3,12120002
160,66.3868,76.8609,3,12120002
160,66.9077,79.6243,3,12140002
160,66.9009,79.7059,3,12140002
160,66.6072,77.4938,3,12120001
160,66.1413,76.9386,3,12111001
161,69.1301,172.1203,1,12161001
161,69.1313,172.1194,2,12161001
161,66.9049,79.6287,3,12140002
162,68.7353,151.3586,1,12162001
163,65.214,170.6933,1,12163001
163,66.3797,76.8609,3,12120002
163,66.3497,76.929,3,12120002
163,66.1448,76.9378,3,12111001
163,66.1415,76.9587,3,12111001
163,65.2116,170.6825,2,12163001
163,66.8514,79.738,3,12140002
164,66.3851,76.8544,3,12120002
164,69.8332,170.6995,1,12164001
164,69.8363,170.7077,2,12164001
165,69.8371,170.6918,3,12164001
165,69.8314,170.6873,3,12164001
165,65.1653,170.7121,3,12163001
165,66.1417,76.9393,3,12111001
166,70.2164,117.382,1,12166001
166,66.7437,79.6206,3,12140003
166,66.7494,79.616,3,12140003
166,66.1463,76.937,3,12111001
166,66.1493,76.9464,3,12111001
166,67.8968,75.7634,3,12155001
167,68.9008,150.0141,1,12167001
167,66.6026,77.5017,3,12120001
167,66.6054,77.477,3,12120001
167,66.5801,77.6974,3,12120001
167,66.554,77.193,1,12167002
167,67.8931,75.7548,3,12155001
167,66.143,76.9576,3,12111001
167,66.1458,76.9331,3,12111001
167,66.7444,79.6019,3,12140003
167,66.7414,79.6248,3,12140003
167,66.8679,79.6828,3,12140002
167,66.3827,76.8743,3,12120002
167,66.5237,76.8969,1,12167003
167,66.8708,79.6598,3,12140002
167,69.3176,88.2309,3,12124001
168,66.1415,76.944,3,12111001
168,66.3801,76.8627,3,12120002
168,66.3797,76.8546,3,12120002
168,66.3848,77.0432,3,12120002
168,66.3591,77.123,3,12120002
168,67.5136,76.6088,1,12168001
168,66.1418,76.9372,3,12111001
168,66.7479,79.6209,3,12140003
168,66.3762,76.8686,3,12120002
168,65.0861,78.3291,3,12158003
168,66.3805,76.8463,3,12120002
168,66.9414,80.0572,1,12168002
169,69.2294,171.7419,1,12169003
169,68.5035,155.3882,1,12169004
169,69.3705,88.1507,3,12124001
169,66.1463,76.9477,3,12111001
169,66.0967,82.0484,1,12169002
169,66.3784,76.848,3,12120002
169,66.2718,77.5727,3,12158001
169,66.6067,77.4908,3,12120001
169,66.9003,79.7011,3,12140002
169,68.1124,76.2625,3,12159004
169,66.1185,80.5682,1,12169001
169,66.1276,80.5747,2,12169001
169,68.1112,76.2566,3,12159004
169,66.1285,80.576,2,12169001
169,66.8965,79.6998,3,12140002
169,66.383,76.8432,3,12120002
169,66.3862,76.8538,3,12120002
169,66.086,82.0577,2,12169002
169,66.1473,76.9492,3,12111001
169,67.8892,75.7887,3,12155001
169,67.8891,75.7807,3,12155001
169,67.8968,75.7503,3,12155001
169,67.8971,75.7584,3,12155001
169,69.3701,88.1119,3,12124001
169,66.2742,77.57,3,12158001
169,65.9988,83.4293,1,12169005
170,68.8626,177.2137,1,12170006
170,66.116,80.5502,3,12169001
170,66.1146,80.6114,3,12169001
170,66.1118,80.6048,3,12169001
170,66.0002,83.4312,3,12169005
170,66.3671,85.8021,1,12170003
170,69.3678,88.1259,3,12124001
170,69.374,88.099,3,12124001
