doy,lat,lon,status,fireid
85,67.7163,83.484,1,2185001
85,67.7139,83.4833,2,2185001
87,67.7175,83.5053,3,2185001
103,65.9074,77.2401,1,2203001
103,66.1755,77.035,1,2203002
103,66.2084,77.2448,1,2203003
106,65.0865,78.3346,1,2206001
109,67.7081,83.4984,3,2185001
109,67.7168,83.47,3,2185001
109,67.7184,83.4688,3,2185001
109,67.7104,83.4923,3,2185001
109,67.7224,83.5047,3,2185001
109,67.7141,83.5145,3,2185001
109,69.3695,88.1193,1,2209002
109,67.276,83.202,1,2209001
109,67.8058,83.5327,3,2185001
109,67.7187,83.4825,3,2185001
109,67.7255,83.484,3,2185001
109,67.7137,83.4923,3,2185001
109,67.7101,83.4849,3,2185001
109,69.3707,88.1307,2,2209002
109,67.7189,83.5077,3,2185001
109,67.7218,83.4824,3,2185001
109,67.2744,83.2056,2,2209001
109,67.8109,83.532,3,2185001
109,67.7157,83.5126,3,2185001
109,67.7159,83.5114,3,2185001
110,65.9066,77.2389,3,2203001
111,65.9055,77.2431,3,2203001
111,67.7124,83.5033,3,2185001
111,67.7222,83.5098,3,2185001
111,67.7251,83.4804,3,2185001
111,69.3138,88.2557,3,2209002
112,67.7099,83.4517,3,2185001
112,67.7231,83.494,3,2185001
112,67.7224,83.491,3,2185001
112,67.7108,83.4544,3,2185001
112,65.9048,77.2488,3,2203001
112,66.1782,77.059,3,2203002
113,67.1755,132.8818,1,2213003
113,67.029,132.9432,1,2213002
113,66.9814,132.9028,2,2213002
113,67.0268,132.9585,2,2213002
113,67.0241,132.93,2,2213002
113,66.4084,143.349,1,2213001
113,66.4141,143.3448,2,2213001
113,66.2085,77.2422,3,2203003
113,66.2054,77.2319,3,2203003
113,66.2085,77.2232,3,2203003
114,67.0847,132.8188,3,2213002
114,67.229,132.9359,3,2213003
114,66.8623,131.8317,1,2214001
114,65.9039,77.2347,3,2203001
114,67.7203,83.4964,3,2185001
114,67.7103,83.4815,3,2185001
114,67.7207,83.5078,3,2185001
115,67.0165,131.9706,1,2215006
115,66.4252,143.03,1,2215007
115,67.2673,133.0155,3,2213003
115,67.2623,133.0394,3,2213003
115,67.584,134.5436,1,2215002
115,67.5783,134.5692,2,2215002
115,67.5473,133.9696,1,2215001
115,67.5079,134.0452,2,2215001
115,67.2088,130.444,1,2215004
115,67.2257,130.4655,2,2215004
115,67.2301,130.4424,2,2215004
115,67.0852,130.4525,1,2215003
115,67.0456,131.333,1,2215005
115,67.0896,130.4297,2,2215003
115,66.9251,131.8238,3,2214001
115,67.2119,130.4538,2,2215004
115,67.0187,131.2995,2,2215005
115,67.0217,131.3226,2,2215005
115,67.0745,131.5078,1,2215008
115,67.0869,130.4442,2,2215003
115,66.9281,131.8471,3,2214001
115,67.2707,132.1714,1,2215009
115,67.2089,130.4311,2,2215004
115,66.7417,132.5544,1,2215010
115,66.6021,132.9567,1,2215011
115,67.2668,133.0066,3,2213003
115,67.5835,134.552,2,2215002
115,67.5807,134.5248,2,2215002
115,67.5429,133.9757,2,2215001
115,66.9003,131.9149,3,2214001
115,66.8995,131.9043,3,2214001
115,67.2253,130.4716,2,2215004
115,69.3139,88.2222,3,2209002
115,67.7181,83.4901,3,2185001
115,67.7152,83.4899,3,2185001
116,67.1207,130.4516,3,2215003
116,68.0043,134.7222,1,2216010
116,67.5025,133.2715,1,2216002
116,67.0091,133.0462,3,2213002
116,66.9759,133.0441,3,2213002
116,66.4359,142.882,3,2215007
116,67.2566,135.7775,1,2216006
116,67.2536,135.8008,2,2216006
116,67.5412,134.4812,3,2215002
116,67.5382,134.5062,3,2215002
116,66.4371,142.8576,3,2215007
