system:index,2013,2014,2015,2016,2017,2018,2019,2020,BIOME,.geo
1_1_0,0.0,1264034.0841765758,0.0,0.0,0.0,1.0278770012649536E7,1.7667475588212585E8,1.3163901707870483E7,ALL,"{""type"":""Polygon"",""coordinates"":[[[143.64061402487164,72.67267632580005],[143.6406139465741,72.69941082328131],[143.19145623659918,72.69941078917383],[143.19145614534006,72.72610537151496],[141.93381487569923,72.72610539625678],[141.93381483598654,72.75275997331126],[141.75415192969842,72.75275993882812],[141.75415188558188,72.77937466195041],[141.57448888655594,72.77937468216703],[141.574488820711,72.80594955970204],[141.48465718690275,72.80594955086929],[141.48465707686407,72.832484685479],[141.39482567991243,72.83248470012568],[141.39482561404802,72.85898010372642],[141.03549963348337,72.85898003666287],[141.0354997144492,72.88543581994278],[140.76600493333834,72.88543582373983],[140.7660050284855,72.85898006959161],[140.67617340263584,72.85898011090516],[140.67617354774734,72.7793746668974],[140.76600501562314,72.77937462571501],[140.76600502642864,72.7527599585673],[140.85583659479624,72.75275992390851],[140.85583660067334,72.69941080209101],[140.94566810110516,72.69941081878207],[140.9456680591269,72.6726762970749],[141.03549973063753,72.67267630173671],[141.03549955372208,72.64590176053456],[141.12533129264915,72.6459017278422],[141.12533122350303,72.56533722200162],[140.94566807775374,72.56533718942748],[140.94566809235008,72.5384019809727],[140.76600504056725,72.53840194958859],[140.76600490842432,72.51142633164308],[140.67617362883928,72.51142633040163],[140.67617353794097,72.48441039541102],[139.95752127431726,72.48441033155625],[139.95752129412426,72.51142633082632],[139.7778583463223,72.51142631834645],[139.7778582807375,72.53840195683954],[139.68802681308318,72.53840194277375],[139.68802665553986,72.51142630311585],[139.508363789198,72.51142633698589],[139.50836359652396,72.48441039130306],[139.41853218178588,72.4844103437943],[139.41853203504553,72.45735400166872],[139.32870059446563,72.45735395489491],[139.32870055179558,72.40311969513748],[139.41853206547728,72.403119643431],[139.41853206018573,72.37594171734798],[139.32870060571636,72.37594173435313],[139.328700475209,72.34872306533586],[139.23886907698136,72.34872309319812],[139.23886912002777,72.32146374268834],[139.14903743948494,72.3214637667344],[139.14903748608904,72.2668227728709],[139.0592060272514,72.26682282142293],[139.0592058634096,72.18455473741626],[139.14903744332636,72.18455475913485],[139.1490374754572,72.1570500819389],[139.2388691643301,72.1570500765931],[139.238869115702,72.12950434947035],[139.50836351957636,72.1295043917378],[139.50836378383224,72.15705009104823],[139.59819523778668,72.1570501102032],[139.5981951747422,72.18455470683048],[139.86768975121305,72.1845547719778],[139.86768974171343,72.15705010525394],[139.77785835924186,72.15705011138407],[139.77785832742762,72.10191751668286],[139.68802669361338,72.10191744902153],[139.68802669133376,72.07428949255186],[139.59819513060395,72.07428941136796],[139.59819515777536,71.93552940631076],[139.5083637089514,71.93552938835383],[139.50836352492954,71.96336420393021],[139.3287005429848,71.96336420434689],[139.32870041472728,71.93552939056045],[139.23886904088795,71.93552933526878],[139.238869089453,71.90765306291408],[139.3287005753345,71.90765307650955],[139.32870058211293,71.87973505232476],[139.50836363071105,71.87973503906832],[139.50836368007643,71.90765301646123],[139.59819522665623,71.90765300731776],[139.59819515549347,71.8797351195684],[139.77785820460466,71.87973504772592],[139.7778581856255,71.85177556555936],[139.68802674684173,71.8517755246849],[139.68802658629147,71.82377428933435],[139.59819507123117,71.82377427415696],[139.59819525372706,71.79573128334437],[139.68802668853857,71.79573129875484],[139.68802669496372,71.71135135993616],[139.59819515648545,71.71135126808957],[139.59819509533216,71.68314082641174],[139.68802673926376,71.68314077223711],[139.68802669950094,71.62659367202117],[139.77785831921653,71.62659363266987],[139.77785828352492,71.56987798790391],[139.86768973606698,71.56987800085814],[139.86768982352956,71.51299333343479],[139.95752132867673,71.51299330486502],[139.95752136350455,71.48448751039857],[139.50836372778514,71.48448749971219],[139.5083636301141,71.51299331137551],[139.41853207666907,71.51299335147321],[139.41853204643422,71.48448751420976],[139.3287004971998,71.48448751740052],[139.3287005398945,71.42734853012384],[139.14903736166778,71.42734855456835],[139.14903759838077,71.56987799298658],[139.05920600464745,71.56987797113163],[139.05920595478008,71.59825691499847],[138.96937449050606,71.59825693396975],[138.96937438102427,71.62659366213308],[138.87954273651147,71.62659364689922],[138.8795429454257,71.68314083546801],[138.96937446275564,71.68314084081078],[138.9693744590188,71.71135132152843],[138.87954293182312,71.71135135961025],[138.879542847537,71.73951989345548],[138.78971148374484,71.73951986736921],[138.78971143603968,71.71135133243928],[138.52021684910173,71.71135126792001],[138.52021689003945,71.68314076827009],[138.43038521289745,71.68314082595788],[138.4303852915652,71.65488824999834],[138.34055389571074,71.65488825886865],[138.3405537056528,71.6265936223357],[138.43038522053433,71.62659362221983],[138.43038519175923,71.59825689627401],[138.07105913445525,71.59825687774618],[138.0710590033231,71.56987796413917],[137.99999999558432,71.56989816903715],[137.9999999910672,71.25491286999075],[138.07105919437927,71.25490932806323],[138.07105907923025,71.22601981461392],[137.99999999066048,71.22604033500848],[137.99999997443354,70.0000019443013],[138.02343743711972,70.00000002741486],[138.0761718738021,70.00000002276295],[138.12890628873356,70.00000000882575],[138.18164069095363,69.99999998559069],[138.234374914114,70.0000000161552],[138.2871093181717,69.9999999743088],[138.33984375339142,70.00000004117288],[138.39257819553956,69.99999998047213],[138.4453124953563,69.99999997362977],[138.4980468369591,69.99999995732391],[138.55078124719606,70.00000004955605],[138.60351569971112,70.00000001405257],[138.65625004689244,70.00000003242697],[138.70898427959565,69.99999998668358],[138.76171879203346,69.99999998552337],[138.8144530340587,69.99999998393682],[138.86718757437245,70.00000002663836],[138.9199218430021,69.99999995095425],[138.97265625465147,69.99999998323871],[139.0253906055864,69.99999995129758],[139.07812492493474,69.99999997317664],[139.13085939497788,69.9999999846726],[139.18359365837156,69.99999999607522],[139.23632809052918,69.99999999693094],[139.28906252807155,70.00000005139165],[139.34179676466465,69.9999999878625],[139.39453121888835,70.0000000314568],[139.44726568398613,70.00000001050337],[139.49999999685195,69.99999998957082],[139.55273436102718,70.00000002204611],[139.60546876284212,69.99999998986715],[139.65820323429972,70.00000001089204],[139.7109373953043,69.99999997886849],[139.76367201021193,69.99999998811934],[139.81640616172893,70.00000000933777],[139.86914059059018,70.00000001854976],[139.92187494004168,70.00000002774529],[139.97460938952332,69.99999997176677],[140.02734380266702,70.0000000335994],[140.0800781383988,69.99999997745194],[140.13281245648372,70.00000003911249],[140.1855469105122,70.00000003523763],[140.23828114369292,69.99999997875435],[140.29101555665014,69.99999997443656],[140.34374996272996,69.99999996980756],[140.39648437099848,69.99999996481705],[140.44921879051884,69.99999995940448],[140.50195306157914,70.00000001930464],[140.55468753093893,70.00000001288636],[140.60742184216062,69.99999995392525],[140.66015622901705,70.00000001213371],[140.71289064407816,69.99999995179759],[140.76562495652098,69.99999995671199],[140.81835934367874,69.99999996075493],[140.87109381458745,69.99999996378362],[140.92382801361273,69.99999998048315],[140.97656251184526,70.00000004750066],[141.02929672647792,70.00000001050363],[141.08203125836357,70.00000002346712],[141.13476572166024,69.99999998363536],[141.18749995839602,69.99999995761364],[141.2402343733282,70.00000004764989],[141.29296871531818,69.99999996715758],[141.34570325383442,70.00000000238465],[141.39843740441822,70.00000000058573],[141.45117173818173,69.99999999671428],[141.503906264112,69.99999999050466],[141.55664062727436,69.99999999809076],[141.60937500221797,69.999999952497],[141.66210943098375,69.99999997125175],[141.71484372436194,70.00000000382876],[141.7675780563986,69.99999998304123],[141.82031246990996,70.00000002635531],[141.87304693993312,70.00000001604347],[141.92578131074063,70.00000001941267],[141.97851559148322,70.00000003649721],[142.03124995536155,69.99999999975952],[142.08398444648154,70.00000002656073],[142.13671867538375,70.00000001702324],[142.18945321354806,70.00000000313923],[142.24218750723847,69.99999995291542],[142.29492180153508,70.00000003364052],[142.34765639568067,69.99999999193437],[142.40039060922174,69.99999998184865],[142.4531250142316,70.00000003449632],[142.5058593824438,69.99999998282323],[142.55859359761922,70.00000001236599],[142.61132819407717,70.00000003597826],[142.66406241749988,69.999999974071],[142.71679687785021,69.99999997412267],[142.76953138392773,69.99999998681825],[142.82226558262548,70.00000003156848],[142.87500000673413,70.00000002044307],[142.9277343027851,69.99999997291583],[142.98046888144023,69.99999998643602],[143.0332031891396,70.00000003205335],[143.08593755654613,69.99999997248634],[143.13867187211557,69.99999999367424],[143.19140630575066,70.00000002672958],[143.24414066511392,70.0000000230999],[143.29687495897699,69.99999998277809],[143.34960939766844,69.99999995394566],[143.40234383056674,70.00000000545722],[143.45507822495279,70.00000002002591],[143.50781258957988,69.99999999760412],[143.56054677406405,70.00000000740494],[143.61328114863005,70.00000002804788],[143.6660155201906,70.00000001147083],[143.7187500996556,70.00000000528448],[143.77148433305058,69.99999998342507],[143.82421879232407,69.99999997172351],[143.87695312592868,69.99999999198131],[143.92968750101664,69.99999997456825],[143.98242176855578,69.99999998907957],[144.0000001344224,70.00000174046264],[143.99999999239506,72.67307674520855],[143.64061402487164,72.67267632580005]],[[139.95752132400767,72.1845547474767],[139.95752129041597,72.15705010844229],[140.1371842890979,72.15705004927742],[140.1371842221648,72.21201840407491],[140.047352841928,72.21201842442265],[140.047352766641,72.23944100594755],[139.95752112534183,72.23944104558186],[139.95752133359412,72.21201837614053],[139.86768966590725,72.21201837679298],[139.86768975121305,72.1845547719778],[139.95752132400767,72.1845547474767]]]}"
1_2_0,0.0,1264034.0841765758,0.0,0.0,0.0,1.0278770012649536E7,1.7667475588212585E8,1.3163901707870483E7,Tundra,"{""type"":""Polygon"",""coordinates"":[[[143.99999999241928,72.67267999626692],[143.97748140730073,72.67267655220365],[143.893264239088,72.67267652470355],[143.80904672573544,72.67267654917602],[143.7248294010625,72.67267653419795],[143.6407384303348,72.67267657530508],[143.64061402487164,72.67267632580005],[143.64061402487098,72.67267654937166],[143.64061203462828,72.67267654895615],[143.64061204943263,72.69940882753451],[143.5844674369428,72.69940883443421],[143.52832308955973,72.69940883969402],[143.47217835407938,72.69940881615707],[143.41603367291646,72.69940885983297],[143.35988939072777,72.69940883302732],[143.30374472254914,72.69940889402456],[143.2476001943192,72.69940883621953],[143.19145565815003,72.69940884553293],[143.19145576022117,72.71276386933118],[143.12408197962878,72.71276388866771],[143.05670846694719,72.71276386035746],[142.98933460425548,72.71276387267113],[142.9219609564697,72.7127638372445],[142.92196105489225,72.72610549597816],[142.86020184966557,72.72610544484779],[142.7984427997517,72.72610551995804],[142.73668379360174,72.72610548680211],[142.674924445452,72.72610548151948],[142.61316555604589,72.72610546621422],[142.55140628313842,72.7261054784366],[142.4896472440848,72.7261055487293],[142.42788814755667,72.72610551035137],[142.36612901674064,72.72610548053709],[142.3043698309684,72.72610545916496],[142.24261079631063,72.72610549588485],[142.18085184998202,72.72610547336078],[142.11909260174062,72.72610552655524],[142.0573334009192,72.7261055202457],[141.99557445371696,72.72610550452723],[141.93384878342434,72.72610550177572],[141.93381487569923,72.72610539625678],[141.93381483598654,72.75275997331126],[141.9277708218129,72.75276256517964],[141.88889986139748,72.75276196754841],[141.8439843919776,72.75276203096568],[141.79906906581112,72.75276204308167],[141.76023514916258,72.75276254925481],[141.75415192969842,72.75275993882812],[141.75415188558307,72.77937394111366],[141.70923709751904,72.77937391304604],[141.66432060728667,72.77937391790003],[141.61940404957065,72.77937395541694],[141.57448737784995,72.77937390798006],[141.5744875444722,72.80594955998446],[141.56922481563606,72.80595065624154],[141.52957323647198,72.8059501177509],[141.48996174787996,72.80595065636992],[141.48465718690275,72.80594955086929],[141.48465707686407,72.832484685479],[141.4703041541572,72.83248735396478],[141.43974246125123,72.83248625534767],[141.40916077065518,72.83248736125068],[141.39482567991243,72.83248470012568],[141.39482561404802,72.85898010372642],[141.39206529432784,72.85898252218978],[141.34990976810573,72.85898224753467],[141.30499393919953,72.85898221162235],[141.2600779999195,72.85898226086975],[141.21516209480822,72.85898221112798],[141.17024606293833,72.8589822463854],[141.12533027548832,72.85898223383],[141.08041411899785,72.85898225488242],[141.03833730646025,72.85898252341933],[141.03549963348337,72.85898003666287],[141.03549963349005,72.85898222828716],[141.0354981911779,72.85898222812709],[141.03549820861105,72.88543361493001],[140.96812452112064,72.88543360308672],[140.9007507299426,72.88543366312066],[140.83337718953902,72.885433662793],[140.76600493334632,72.88543361674256],[140.7660050284855,72.85898006959161],[140.746279219282,72.85898347742462],[140.72108911227602,72.85898225330297],[140.69539043849102,72.85898343719599],[140.67617483409165,72.85898011122055],[140.67617487831183,72.8192204887753],[140.7210912583895,72.81922042551534],[140.7210913891276,72.79266645209866],[140.766003383064,72.79266651830365],[140.76600338307543,72.77937462607765],[140.76600501562314,72.77937462571501],[140.76600502102787,72.76607237496228],[140.81091988062835,72.76607240688311],[140.8109200505984,72.752764926437],[140.83722719634295,72.75276320624505],[140.8558365709848,72.75276200481181],[140.8558365709746,72.7527599239138],[140.85583659479624,72.75275992390851],[140.85583659773698,72.72610549882675],[140.90075296968914,72.72610551109034],[140.9007528546192,72.71276386948122],[140.94566957179282,72.71276387667396],[140.94566951721495,72.68604939264578],[140.99058156007288,72.68604937391189],[140.99058156452867,72.67268130487744],[141.03289175987933,72.67267686599665],[141.03549815269324,72.67267659654803],[141.03549815269267,72.67267630208832],[141.03549973063753,72.67267630173671],[141.03549955372208,72.64590176053456],[141.12533129264915,72.6459017278422],[141.12533122350303,72.56533722200162],[141.1253311882182,72.56533722201742],[141.12533118821807,72.56533710434857],[141.08041579809705,72.5653370796154],[141.03550021749186,72.5653370636106],[140.99058484841868,72.56533704137946],[140.94566949535752,72.56533707924625],[140.94566952674424,72.53840407004618],[140.94566809234897,72.53840407020768],[140.94566809235008,72.5384019809727],[140.9394506645949,72.53840467359434],[140.90075297497086,72.53840408747556],[140.90075293950653,72.52491980158757],[140.85583642239516,72.52491978996122],[140.81092007530037,72.52491974501706],[140.81091981533433,72.51142654084926],[140.7660057927862,72.51142653862696],[140.76600490842534,72.51142653872573],[140.76600490842432,72.51142633164308],[140.76417207294298,72.5114267350399],[140.72109151265977,72.51142650967927],[140.72109129613523,72.49792440548805],[140.67617498581413,72.49792436554598],[140.67617496980702,72.48440886053031],[140.62003047300124,72.4844088189511],[140.56388563781366,72.48440883579505],[140.5077412663216,72.48440888347204],[140.45159668310774,72.48440880593242],[140.45159673586073,72.47088881173931],[140.40106633603955,72.4708888368433],[140.35053565383978,72.47088883583325],[140.30000508725962,72.47088879533119],[140.2494746557761,72.47088883323262],[140.19894390920695,72.47088884465104],[140.14841346494387,72.47088886910757],[140.09788309289823,72.47088885422806],[140.0473523733957,72.47088881252533],[140.04735226747286,72.45735547886788],[140.00243585187204,72.4573554904332],[140.00243582487113,72.47088882754826],[139.92383308702566,72.47088883786316],[139.84523044591526,72.47088882814903],[139.76662745133672,72.470888810218],[139.68802468973934,72.4708888250299],[139.68802464268921,72.48440884978898],[139.64311254669727,72.48440885223702],[139.64311270370104,72.47088887040108],[139.57573774237588,72.47088885555354],[139.5083628936831,72.47088885628185],[139.50836288652664,72.45735546421633],[139.46344650762975,72.45735542123181],[139.46344641134112,72.44380872374434],[139.41853012787993,72.44380871923536],[139.4185300348221,72.43025754509551],[139.3736177364381,72.43025751750176],[139.3736180402122,72.4031247426479],[139.41853206547728,72.403119643431],[139.41853206018573,72.37594171734798],[139.41852989526274,72.3759417178381],[139.41852989526117,72.37594118225813],[139.3736157594394,72.37594124494015],[139.32870151423288,72.375941176742],[139.3287014565294,72.34872286160255],[139.28378498327157,72.34872285393814],[139.2388690769818,72.3487228140682],[139.23886912002777,72.32146374268834],[139.2334630686661,72.32146489653503],[139.19395172587892,72.32146438429842],[139.15426241210423,72.32146488152402],[139.14903743948494,72.3214637667344],[139.14903748608904,72.2668227728709],[139.14903519497173,72.26682277339317],[139.14903519497125,72.26682253439292],[139.10412309772866,72.2668225417226],[139.10412319946252,72.18455987638264],[139.13296256579807,72.18455776900502],[139.1490353689065,72.18455659095939],[139.1490353689032,72.18455475960802],[139.14903744332636,72.18455475913485],[139.1490374754572,72.1570500819389],[139.2388691643301,72.1570500765931],[139.23886911570224,72.12950448862443],[139.23913932715624,72.1295045349255],[139.50811260631517,72.12950456388157],[139.50836314203724,72.12950452087905],[139.50836321384284,72.1570483861438],[139.50836378381587,72.15704838620837],[139.50836378383224,72.15705009104823],[139.55327956462676,72.15705523558485],[139.55327965907895,72.1708091632702],[139.5083631818765,72.17080917818784],[139.50836311555767,72.18455662686301],[139.5532794798574,72.18455658943861],[139.55327963057366,72.21202016696657],[139.59819608328544,72.21202018612452],[139.5981960572028,72.22573638471486],[139.64311148495463,72.22573641760683],[139.68802705963995,72.22573639086775],[139.73294219487767,72.22573638092597],[139.77785770729963,72.22573636448871],[139.77785777929066,72.21202020662713],[139.82277302030732,72.21202017554525],[139.8676884618499,72.21202019362462],[139.88366972109705,72.2120213724975],[139.94139990857232,72.2120213927957],[139.95751932936898,72.21202021820682],[139.95751946274444,72.23943919613424],[139.9575211253559,72.23943919632309],[139.95752112534183,72.23944104558186],[140.047352766641,72.23944100594755],[140.04735284192307,72.21202021767427],[140.06319136627525,72.21202139580136],[140.12163782403232,72.2120213392209],[140.13718546520252,72.21202014665089],[140.13718546676776,72.18455654108334],[140.18210188853763,72.18455659673907],[140.18210187831002,72.15704837657219],[140.13718549533945,72.15704834816226],[140.13718540492061,72.14328315961984],[140.09226900195245,72.1432831868394],[140.04735239787703,72.14328311156702],[140.00243604492044,72.14328315702663],[139.9575192890029,72.143283164976],[139.9575192596241,72.15704838904712],[139.89014686449647,72.1570483483973],[139.86768974171372,72.1570509135715],[139.86768974171343,72.15705010525394],[139.86298068146863,72.15705112585186],[139.82277426092628,72.15704834177652],[139.82277428290195,72.12950454440093],[139.77785834332298,72.12950455734055],[139.77785832742762,72.10191751668286],[139.7778577910139,72.10191751680544],[139.77785779102112,72.10191604844134],[139.73294109167466,72.10191604985643],[139.7329413307864,72.07428746187763],[139.68802482551197,72.07428746912613],[139.6880245275009,72.06045981679691],[139.64311264916597,72.06045977899387],[139.64311268322996,72.04661879145338],[139.5981961587188,72.04661872069198],[139.59819610995928,72.0327687367304],[139.64311256172013,72.03276881019652],[139.64311273655545,72.00503763466567],[139.68802468644486,72.0050376347325],[139.68802466956163,71.99115650195948],[139.64311263351038,71.99115645562237],[139.64311259071454,71.97726634361881],[139.59819602090266,71.97726633720494],[139.5981961172164,71.9355292008244],[139.5532796129739,71.9355291312806],[139.50836286037082,71.93552917475722],[139.50836303616106,71.96336285270768],[139.44099040639065,71.96336289634571],[139.37361795924926,71.96336284511476],[139.37361788715666,71.93552914210485],[139.41852988968867,71.93552914851522],[139.4185300566834,71.9215944722334],[139.46344655692002,71.92159443459393],[139.46344663663623,71.90765087358382],[139.5099709724486,71.90765338158899],[139.59819522665623,71.90765300731776],[139.59819522665086,71.90765090295127],[139.59819617479033,71.90765090278694],[139.59819614787818,71.87973693111789],[139.6033966166122,71.87973745826478],[139.77253334792107,71.87973744446744],[139.77785762050016,71.87973690564944],[139.77785762049905,71.87973504799685],[139.77785820460466,71.87973504772592],[139.7778581856255,71.85177556555936],[139.77785760336354,71.8517755656942],[139.7778576033625,71.8517738611327],[139.73294111701077,71.85177386725185],[139.73294134922784,71.79573189290447],[139.77785782888168,71.79573191304293],[139.7778576270084,71.78169462316929],[139.73294115600933,71.78169464253386],[139.73294124411802,71.66901760768343],[139.77785785840388,71.6690175959715],[139.77785774243145,71.62659370947163],[139.82277417970465,71.62659376046251],[139.82277434644095,71.58407171675407],[139.86769081991852,71.58407176078565],[139.86769078768566,71.5556716795478],[139.9126074498207,71.5556717292091],[139.91260736023983,71.52723161162221],[139.9575193888483,71.52723154061239],[139.95751939411338,71.51299330532169],[139.95752132867673,71.51299330486502],[139.95752136350455,71.48448751039857],[139.95751940463086,71.48448751271059],[139.95751940463117,71.48448668125948],[139.90137491019098,71.48448664381921],[139.84523040364965,71.48448661386116],[139.78908568926715,71.48448665631372],[139.73294111812285,71.48448664118733],[139.67679670271528,71.48448668662449],[139.62065219624535,71.4844866215342],[139.5645076357422,71.48448668183393],[139.5083629579517,71.48448663142658],[139.50836314726638,71.4987468377358],[139.46344659831496,71.49874687536132],[139.46344657540354,71.48448660283802],[139.41852989968191,71.48448662497799],[139.41852988352997,71.45593949771597],[139.37361800785354,71.45593950634101],[139.3736179816288,71.42734768681214],[139.32870136278515,71.42734773590645],[139.28378499367707,71.42734772253309],[139.28378495630557,71.41303848191859],[139.2388683094346,71.41303843312885],[139.2388682942255,71.42734772176705],[139.1939516476811,71.42734772287989],[139.1490354374448,71.42734771558305],[139.14903518795904,71.54145611679537],[139.1041232924726,71.54145608921355],[139.1041232482892,71.56987842926691],[139.06304717703077,71.56987883660595],[139.05920600464745,71.56987797113163],[139.05920595478148,71.5982561224073],[139.01429015995708,71.59825612627667],[138.96937355190065,71.59825612717168],[138.96937380097322,71.62659366226902],[138.9687431255257,71.62659380901809],[138.92445935969366,71.62659374500444],[138.88005654245453,71.62659376678704],[138.87954273651147,71.62659364689922],[138.8795427886844,71.64074694621462],[138.8346286045509,71.64074688124501],[138.78971202363095,71.64074690547262],[138.78971208644876,71.65488675752829],[138.7447953304428,71.65488673412823],[138.69987896250277,71.65488673584876],[138.69987882851464,71.64074691102931],[138.65496240778998,71.64074694683954],[138.65496245304607,71.62659368238127],[138.61005034833087,71.62659375302012],[138.61005030355756,71.59825616344364],[138.56513401267793,71.59825613063926],[138.565133770947,71.58407174618364],[138.52021728181015,71.58407174584632],[138.52021733612784,71.61243159916957],[138.4753007494188,71.61243166124738],[138.4753008942153,71.62659370539663],[138.43038424407672,71.62659370263196],[138.43038424407737,71.62659362244881],[138.43038522053433,71.62659362221983],[138.43038519175923,71.59825689627401],[138.43038447920262,71.59825689694325],[138.43038447920887,71.59825614118053],[138.3630105210565,71.59825613665339],[138.29563693965744,71.59825612922013],[138.22826331775164,71.59825612738156],[138.16088963189648,71.59825613106963],[138.1608895156784,71.5698783947869],[138.11597297371875,71.5698784536303],[138.11597315201942,71.49874683359216],[138.0710611310992,71.49874683328295],[138.0710611557963,71.47021751085154],[138.0261446283244,71.47021751005724],[138.02614457318214,71.44164802484345],[137.99999999372727,71.44164931359516],[137.99999999270113,71.3700403083582],[138.0486006845533,71.3700393500146],[138.10474519645228,71.37003935882593],[138.16088965402065,71.37003936472367],[138.16088970269453,71.3556855291053],[138.2058059873043,71.35568550473742],[138.25072275236153,71.35568548188523],[138.25072268736625,71.3413227717308],[138.2058060563001,71.34132276600768],[138.20580599651277,71.32694658983885],[138.16089059144596,71.32694658556109],[138.11597526678923,71.32694657246931],[138.07105982957933,71.32694661355465],[138.0261444592263,71.32694664585102],[138.02614460930965,71.2837557615781],[138.07105881980732,71.28375576183221],[138.1159730916586,71.28375572538802],[138.11597302140584,71.26933948632403],[138.16088967355708,71.26933946794806],[138.2058062126124,71.26933946496573],[138.20580614816868,71.25490981372795],[138.16088966908077,71.25490984242714],[138.16088961685915,71.24047123723261],[138.11597542101802,71.24047124146158],[138.07106110198143,71.24047124330326],[138.07106095043667,71.2260193035484],[138.02614445337642,71.22601928266555],[137.9999999906602,71.22602060002501],[137.9999999896454,71.15360926120536],[138.02614449309803,71.15360792874087],[138.02614460068665,71.13909358042719],[138.071060964003,71.13909359960164],[138.07106090819192,71.11003364147241],[138.02614460232266,71.11003362627883],[137.99999998903834,71.11003491355594],[137.99999997443354,70.0000019443013],[138.02343743711972,70.00000002741486],[138.0761718738021,70.00000002276295],[138.12890628873356,70.00000000882575],[138.18164069095363,69.99999998559069],[138.234374914114,70.0000000161552],[138.2871093181717,69.9999999743088],[138.33984375339142,70.00000004117288],[138.39257819553956,69.99999998047213],[138.4453124953563,69.99999997362977],[138.4980468369591,69.99999995732391],[138.55078124719606,70.00000004955605],[138.60351569971112,70.00000001405257],[138.65625004689244,70.00000003242697],[138.70898427959565,69.99999998668358],[138.76171879203346,69.99999998552337],[138.8144530340587,69.99999998393682],[138.86718757437245,70.00000002663836],[138.9199218430021,69.99999995095425],[138.97265625465147,69.99999998323871],[139.0253906055864,69.99999995129758],[139.07812492493474,69.99999997317664],[139.13085939497788,69.9999999846726],[139.18359365837156,69.99999999607522],[139.23632809052918,69.99999999693094],[139.28906252807155,70.00000005139165],[139.34179676466465,69.9999999878625],[139.39453121888835,70.0000000314568],[139.44726568398613,70.00000001050337],[139.49999999685195,69.99999998957082],[139.55273436102718,70.00000002204611],[139.60546876284212,69.99999998986715],[139.65820323429972,70.00000001089204],[139.7109373953043,69.99999997886849],[139.76367201021193,69.99999998811934],[139.81640616172893,70.00000000933777],[139.86914059059018,70.00000001854976],[139.92187494004168,70.00000002774529],[139.97460938952332,69.99999997176677],[140.02734380266702,70.0000000335994],[140.0800781383988,69.99999997745194],[140.13281245648372,70.00000003911249],[140.1855469105122,70.00000003523763],[140.23828114369292,69.99999997875435],[140.29101555665014,69.99999997443656],[140.34374996272996,69.99999996980756],[140.39648437099848,69.99999996481705],[140.44921879051884,69.99999995940448],[140.50195306157914,70.00000001930464],[140.55468753093893,70.00000001288636],[140.60742184216062,69.99999995392525],[140.66015622901705,70.00000001213371],[140.71289064407816,69.99999995179759],[140.76562495652098,69.99999995671199],[140.81835934367874,69.99999996075493],[140.87109381458745,69.99999996378362],[140.92382801361273,69.99999998048315],[140.97656251184526,70.00000004750066],[141.02929672647792,70.00000001050363],[141.08203125836357,70.00000002346712],[141.13476572166024,69.99999998363536],[141.18749995839602,69.99999995761364],[141.2402343733282,70.00000004764989],[141.29296871531818,69.99999996715758],[141.34570325383442,70.00000000238465],[141.39843740441822,70.00000000058573],[141.45117173818173,69.99999999671428],[141.503906264112,69.99999999050466],[141.55664062727436,69.99999999809076],[141.60937500221797,69.999999952497],[141.66210943098375,69.99999997125175],[141.71484372436194,70.00000000382876],[141.7675780563986,69.99999998304123],[141.82031246990996,70.00000002635531],[141.87304693993312,70.00000001604347],[141.92578131074063,70.00000001941267],[141.97851559148322,70.00000003649721],[142.03124995536155,69.99999999975952],[142.08398444648154,70.00000002656073],[142.13671867538375,70.00000001702324],[142.18945321354806,70.00000000313923],[142.24218750723847,69.99999995291542],[142.29492180153508,70.00000003364052],[142.34765639568067,69.99999999193437],[142.40039060922174,69.99999998184865],[142.4531250142316,70.00000003449632],[142.5058593824438,69.99999998282323],[142.55859359761922,70.00000001236599],[142.61132819407717,70.00000003597826],[142.66406241749988,69.999999974071],[142.71679687785021,69.99999997412267],[142.76953138392773,69.99999998681825],[142.82226558262548,70.00000003156848],[142.87500000673413,70.00000002044307],[142.9277343027851,69.99999997291583],[142.98046888144023,69.99999998643602],[143.0332031891396,70.00000003205335],[143.08593755654613,69.99999997248634],[143.13867187211557,69.99999999367424],[143.19140630575066,70.00000002672958],[143.24414066511392,70.0000000230999],[143.29687495897699,69.99999998277809],[143.34960939766844,69.99999995394566],[143.40234383056674,70.00000000545722],[143.45507822495279,70.00000002002591],[143.50781258957988,69.99999999760412],[143.56054677406405,70.00000000740494],[143.61328114863005,70.00000002804788],[143.6660155201906,70.00000001147083],[143.7187500996556,70.00000000528448],[143.77148433305058,69.99999998342507],[143.82421879232407,69.99999997172351],[143.87695312592868,69.99999999198131],[143.92968750101664,69.99999997456825],[143.98242176855578,69.99999998907957],[144.0000001344224,70.00000174046264],[143.99999999241928,72.67267999626692]]]}"
